file	function	module	internal_path	api_path	call_count	status	internal_callers	api_callers
packages/engine/convex/domain/runs/experiments_data.ts	getExperimentSummary	domain.runs.experiments_data	internal.domain.runs.experiments_data.getExperimentSummary	api.domain.runs.experiments_data.getExperimentSummary	1	used	packages/engine/convex/packages/lab.ts:273	-
packages/engine/convex/domain/runs/experiments_data.ts	listExperimentEvidence	domain.runs.experiments_data	internal.domain.runs.experiments_data.listExperimentEvidence	api.domain.runs.experiments_data.listExperimentEvidence	1	used	packages/engine/convex/packages/lab.ts:293	-
packages/engine/convex/domain/runs/experiments_data.ts	getRunSummary	domain.runs.experiments_data	internal.domain.runs.experiments_data.getRunSummary	api.domain.runs.experiments_data.getRunSummary	1	used	packages/engine/convex/packages/lab.ts:303	-
packages/engine/convex/domain/llm_calls/llm_request_repo.ts	createLlmRequest	domain.llm_calls.llm_request_repo	internal.domain.llm_calls.llm_request_repo.createLlmRequest	api.domain.llm_calls.llm_request_repo.createLlmRequest	3	used	packages/engine/convex/domain/orchestrator/base.ts:147;packages/engine/convex/domain/llm_calls/llm_batch_service.ts:244;packages/engine/convex/domain/llm_calls/llm_job_service.ts:134	-
packages/engine/convex/domain/llm_calls/llm_request_repo.ts	getLlmRequest	domain.llm_calls.llm_request_repo	internal.domain.llm_calls.llm_request_repo.getLlmRequest	api.domain.llm_calls.llm_request_repo.getLlmRequest	3	used	packages/engine/convex/domain/orchestrator/scheduler.ts:19;packages/engine/convex/domain/runs/run_service.ts:272;packages/engine/convex/domain/window/window_service.ts:155	-
packages/engine/convex/domain/llm_calls/llm_request_repo.ts	listOrphanedRequests	domain.llm_calls.llm_request_repo	internal.domain.llm_calls.llm_request_repo.listOrphanedRequests	api.domain.llm_calls.llm_request_repo.listOrphanedRequests	1	used	packages/engine/convex/domain/orchestrator/scheduler.ts:71	-
packages/engine/convex/domain/llm_calls/llm_request_repo.ts	patchRequest	domain.llm_calls.llm_request_repo	internal.domain.llm_calls.llm_request_repo.patchRequest	api.domain.llm_calls.llm_request_repo.patchRequest	19	used	packages/engine/convex/domain/runs/run_service.ts:64;packages/engine/convex/domain/runs/run_service.ts:75;packages/engine/convex/domain/runs/run_service.ts:86;packages/engine/convex/domain/runs/run_service.ts:97;packages/engine/convex/domain/runs/run_service.ts:236;packages/engine/convex/domain/runs/run_service.ts:295;packages/engine/convex/domain/runs/run_service.ts:356;packages/engine/convex/domain/window/window_orchestrator.ts:159;packages/engine/convex/domain/window/window_service.ts:98;packages/engine/convex/domain/window/window_service.ts:119;packages/engine/convex/domain/window/window_service.ts:180;packages/engine/convex/domain/llm_calls/llm_batch_service.ts:121;packages/engine/convex/domain/llm_calls/llm_batch_service.ts:231;packages/engine/convex/domain/llm_calls/llm_batch_service.ts:255;packages/engine/convex/domain/llm_calls/llm_batch_service.ts:270;packages/engine/convex/domain/llm_calls/llm_job_service.ts:77;packages/engine/convex/domain/llm_calls/llm_job_service.ts:121;packages/engine/convex/domain/llm_calls/llm_job_service.ts:152;packages/engine/convex/domain/llm_calls/llm_job_service.ts:162	-
packages/engine/convex/domain/runs/experiments_repo.ts	createExperiment	domain.runs.experiments_repo	internal.domain.runs.experiments_repo.createExperiment	api.domain.runs.experiments_repo.createExperiment	4	used	packages/engine/convex/packages/lab.ts:199;packages/engine/convex/tests/orchestrator_live_run.test.ts:173;packages/engine/convex/tests/orchestrator_idempotency.test.ts:149;packages/engine/convex/tests/orchestrator_idempotency.test.ts:244	-
packages/engine/convex/domain/runs/experiments_repo.ts	insertExperimentEvidences	domain.runs.experiments_repo	internal.domain.runs.experiments_repo.insertExperimentEvidences	api.domain.runs.experiments_repo.insertExperimentEvidences	4	used	packages/engine/convex/packages/lab.ts:203;packages/engine/convex/tests/orchestrator_live_run.test.ts:190;packages/engine/convex/tests/orchestrator_idempotency.test.ts:165;packages/engine/convex/tests/orchestrator_idempotency.test.ts:260	-
packages/engine/convex/packages/lab.ts	createWindowForm	packages.lab	internal.packages.lab.createWindowForm	api.packages.lab.createWindowForm	1	used	-	packages/lab/app/editor/window/_hooks/window-form-hook.ts:22
packages/engine/convex/packages/lab.ts	startWindowFlow	packages.lab	internal.packages.lab.startWindowFlow	api.packages.lab.startWindowFlow	1	used	packages/engine/convex/packages/lab.ts:41	-
packages/engine/convex/packages/lab.ts	listEvidenceWindows	packages.lab	internal.packages.lab.listEvidenceWindows	api.packages.lab.listEvidenceWindows	3	used	-	packages/lab/app/page.tsx:82;packages/lab/app/evidence/[id]/page.tsx:70;packages/lab/app/editor/experiment/_components/experiment-editor.tsx:22
packages/engine/convex/packages/lab.ts	listEvidenceByWindow	packages.lab	internal.packages.lab.listEvidenceByWindow	api.packages.lab.listEvidenceByWindow	2	used	-	packages/lab/app/evidence/[id]/page.tsx:75;packages/lab/app/editor/experiment/_components/experiment-editor.tsx:32
packages/engine/convex/packages/lab.ts	initExperiment	packages.lab	internal.packages.lab.initExperiment	api.packages.lab.initExperiment	1	used	-	packages/lab/app/editor/experiment/_hooks/experiment-form-hook.ts:26
packages/engine/convex/packages/lab.ts	startExperimentRun	packages.lab	internal.packages.lab.startExperimentRun	api.packages.lab.startExperimentRun	2	used	-	packages/lab/app/page.tsx:77;packages/lab/app/experiment/[id]/page.tsx:138
packages/engine/convex/packages/lab.ts	listExperiments	packages.lab	internal.packages.lab.listExperiments	api.packages.lab.listExperiments	1	used	-	packages/lab/app/page.tsx:79
packages/engine/convex/packages/lab.ts	getExperimentSummary	packages.lab	internal.packages.lab.getExperimentSummary	api.packages.lab.getExperimentSummary	1	used	-	packages/lab/app/experiment/[id]/page.tsx:122
packages/engine/convex/packages/lab.ts	listExperimentEvidence	packages.lab	internal.packages.lab.listExperimentEvidence	api.packages.lab.listExperimentEvidence	1	used	-	packages/lab/app/experiment/[id]/page.tsx:127
packages/engine/convex/packages/lab.ts	getRunSummary	packages.lab	internal.packages.lab.getRunSummary	api.packages.lab.getRunSummary	1	used	-	packages/lab/app/experiment/[id]/page.tsx:132
packages/engine/convex/packages/lab.ts	getEvidenceContent	packages.lab	internal.packages.lab.getEvidenceContent	api.packages.lab.getEvidenceContent	1	used	-	packages/lab/app/evidence/[id]/page.tsx:80
packages/engine/convex/domain/window/window_service.ts	collectWindowEvidence	domain.window.window_service	internal.domain.window.window_service.collectWindowEvidence	api.domain.window.window_service.collectWindowEvidence	1	used	packages/engine/convex/packages/lab.ts:58	-
packages/engine/convex/domain/window/window_service.ts	startWindowOrchestration	domain.window.window_service	internal.domain.window.window_service.startWindowOrchestration	api.domain.window.window_service.startWindowOrchestration	1	used	packages/engine/convex/packages/lab.ts:66	-
packages/engine/convex/domain/window/window_service.ts	enqueueWindowStage	domain.window.window_service	internal.domain.window.window_service.enqueueWindowStage	api.domain.window.window_service.enqueueWindowStage	1	used	packages/engine/convex/domain/window/window_service.ts:294	-
packages/engine/convex/domain/window/window_service.ts	applyRequestResult	domain.window.window_service	internal.domain.window.window_service.applyRequestResult	api.domain.window.window_service.applyRequestResult	2	used	packages/engine/convex/domain/orchestrator/target_registry.ts:8;packages/engine/convex/domain/orchestrator/target_registry.ts:16	-
packages/engine/convex/domain/window/window_service.ts	handleRequestError	domain.window.window_service	internal.domain.window.window_service.handleRequestError	api.domain.window.window_service.handleRequestError	2	used	packages/engine/convex/domain/orchestrator/target_registry.ts:12;packages/engine/convex/domain/orchestrator/target_registry.ts:26	-
packages/engine/convex/domain/window/window_service.ts	requeueWindowRequest	domain.window.window_service	internal.domain.window.window_service.requeueWindowRequest	api.domain.window.window_service.requeueWindowRequest	2	used	packages/engine/convex/domain/orchestrator/target_registry.ts:10;packages/engine/convex/domain/orchestrator/target_registry.ts:21	-
packages/engine/convex/domain/window/window_repo.ts	createWindow	domain.window.window_repo	internal.domain.window.window_repo.createWindow	api.domain.window.window_repo.createWindow	3	used	packages/engine/convex/tests/orchestrator_live_run.test.ts:49;packages/engine/convex/tests/orchestrator_idempotency.test.ts:99;packages/engine/convex/packages/lab.ts:37	-
packages/engine/convex/domain/window/window_repo.ts	getWindow	domain.window.window_repo	internal.domain.window.window_repo.getWindow	api.domain.window.window_repo.getWindow	1	used	packages/engine/convex/domain/window/window_repo.ts:73	-
packages/engine/convex/domain/window/window_repo.ts	listWindows	domain.window.window_repo	internal.domain.window.window_repo.listWindows	api.domain.window.window_repo.listWindows	1	used	packages/engine/convex/packages/lab.ts:111	-
packages/engine/convex/domain/window/window_repo.ts	getEvidence	domain.window.window_repo	internal.domain.window.window_repo.getEvidence	api.domain.window.window_repo.getEvidence	1	used	packages/engine/convex/packages/lab.ts:325	-
packages/engine/convex/domain/window/window_repo.ts	runWindowSearch	domain.window.window_repo	internal.domain.window.window_repo.runWindowSearch	api.domain.window.window_repo.runWindowSearch	1	used	packages/engine/convex/domain/window/window_service.ts:24	-
packages/engine/convex/domain/window/window_repo.ts	insertEvidenceBatch	domain.window.window_repo	internal.domain.window.window_repo.insertEvidenceBatch	api.domain.window.window_repo.insertEvidenceBatch	3	used	packages/engine/convex/tests/orchestrator_live_run.test.ts:58;packages/engine/convex/domain/window/window_service.ts:32;packages/engine/convex/tests/orchestrator_idempotency.test.ts:108	-
packages/engine/convex/domain/window/window_repo.ts	listEvidenceByWindow	domain.window.window_repo	internal.domain.window.window_repo.listEvidenceByWindow	api.domain.window.window_repo.listEvidenceByWindow	3	used	packages/engine/convex/packages/lab.ts:167;packages/engine/convex/tests/orchestrator_live_run.test.ts:70;packages/engine/convex/tests/orchestrator_idempotency.test.ts:120	-
packages/engine/convex/domain/runs/run_repo.ts	createRun	domain.runs.run_repo	internal.domain.runs.run_repo.createRun	api.domain.runs.run_repo.createRun	1	used	packages/engine/convex/domain/runs/run_service.ts:35	-
packages/engine/convex/domain/runs/run_repo.ts	getRun	domain.runs.run_repo	internal.domain.runs.run_repo.getRun	api.domain.runs.run_repo.getRun	6	used	packages/engine/convex/tests/orchestrator_live_run.test.ts:220;packages/engine/convex/tests/orchestrator_live_run.test.ts:228;packages/engine/convex/tests/orchestrator_idempotency.test.ts:193;packages/engine/convex/tests/orchestrator_idempotency.test.ts:201;packages/engine/convex/tests/orchestrator_idempotency.test.ts:295;packages/engine/convex/tests/orchestrator_idempotency.test.ts:305	-
packages/engine/convex/domain/window/evidence_search.ts	searchNews	domain.window.evidence_search	internal.domain.window.evidence_search.searchNews	api.domain.window.evidence_search.searchNews	1	used	packages/engine/convex/domain/window/window_repo.ts:75	-
