contrast_id,evidence_label,title,url,baseline_geometry,variant_geometry,baseline_scores,variant_scores,expected_stage_delta,subset_size_delta,flipped
fascism_abstention_source:gpt41mini_vs_gpt41,E28,What’s behind the far-right push to turn Churchill into World War II’s villain: historian,https://www.alternet.org/right-wing-rewrite-history/,singleton,singleton,3,1,-2.0,0,True
fascism_abstention_source:gpt41mini_vs_gpt41,E2,Joanna Lydgate talks democracy and raising kids with Maura Healey at Globe’s Working Mothers Summit,https://www.bostonglobe.com/2026/03/26/metro/joanna-lydgate-maura-healey-working-mother-ssummit/,singleton,singleton,1,3,2.0,0,True
fascism_abstention_source:gpt41mini_vs_gpt41,E3,Anarchist Speaking Tour Will Explore How Anti-ICE Rioters Defeated 'Fascism' In Minnesota,https://dailycaller.com/2026/03/25/anarchist-leftist-speaking-tour-anti-ice-riots-minnesota-fascism-border-patrol/,adjacent_subset,adjacent_subset,2|1,3|4,2.0,0,True
fascism_abstention_source:gpt41mini_vs_gpt41,E9,Naomi Klein on the Fascism of Elite Backlash,https://www.nytimes.com/video/opinion/100000010732750/naomi-klein-on-the-fascism-of-elite-backlash.html,singleton,singleton,1,3,2.0,0,True
fascism_abstention_source:gpt41mini_vs_gpt41,E11,Letter: Why I'm participating in the No Kings national mobilization,https://www.berkshireeagle.com/opinion/letters_to_editor/letter-why-im-participating-in-the-no-kings-national-mobilization/article_6694a1d5-3129-4547-bbc7-d31760979e31.html,adjacent_subset,adjacent_subset,2|1,3|4,2.0,0,True
fascism_abstention_source:gpt41mini_vs_gpt41,E17,How Iranian Oil Controls U.S. Foreign Policy,https://www.nytimes.com/video/opinion/100000010797040/how-iranian-oil-controls-us-foreign-policy.html,singleton,singleton,1,3,2.0,0,True
fascism_abstention_source:gpt41mini_vs_gpt41,E24,Dem Narrative Crumbles As ICE Agents Deliver Perfect Response to Unhinged Person in Airport,https://redstate.com/nick-arama/2026/03/27/pure-gold-perfect-response-from-ice-to-unhinged-person-yelling-at-them-in-airport-n2200699,adjacent_subset,adjacent_subset,2|1,3|4,2.0,0,True
fascism_abstention_source:gpt41mini_vs_gpt41,E22,How Dems are committing political suicide over anti-ICE obsessions,https://nypost.com/2026/03/28/opinion/dems-are-committing-political-suicide-by-ice/,singleton,singleton,1,3,2.0,0,True
fascism_abstention_source:gpt41mini_vs_gpt41,E27,Dems Can't Get Enough of Your Money,https://patriotpost.us/articles/126207-dems-cant-get-enough-of-your-money-2026-03-26,adjacent_subset,adjacent_subset,2|1,3|4,2.0,0,True
fascism_abstention_source:gpt41mini_vs_gpt41,E26,"The Militia at Lexington and Concord: Standing Athwart History Yelling, 'Stop!'",https://pjmedia.com/david-churchill-barrow/2026/03/27/the-militia-at-lexington-and-concord-standing-athwart-history-yelling-stop-n4951150,adjacent_subset,adjacent_subset,2|1,3|4,2.0,0,True
fascism_abstention_source:gpt41mini_vs_gpt41,E28,What’s behind the far-right push to turn Churchill into World War II’s villain: historian,https://www.alternet.org/right-wing-rewrite-history/,singleton,singleton,1,3,2.0,0,True
fascism_abstention_source:gpt41mini_vs_gpt41,E31,"Once Inspired by Orban, Hungary's Peter Magyar Now Leads the Charge to Unseat Him",https://www.usnews.com/news/world/articles/2026-03-25/once-inspired-by-orban-hungarys-peter-magyar-now-leads-the-charge-to-unseat-him,adjacent_subset,adjacent_subset,2|1,3|4,2.0,0,True
fascism_abstention_source:gpt41mini_vs_gpt41,E34,Uncommon Knowledge: Deus sex machina,https://www.newsweek.com/dating-apps-sex-china-trump-11732152,singleton,singleton,1,3,2.0,0,True
fascism_abstention_source:gpt41mini_vs_gpt41,E33,Hungary's Orban Faces Pivotal Battle Against Ally-Turned-Foe,https://www.usnews.com/news/world/articles/2026-03-25/hungarys-orban-faces-pivotal-battle-against-ally-turned-foe,adjacent_subset,adjacent_subset,2|1,3|4,2.0,0,True
fascism_abstention_source:gpt41mini_vs_gpt41,E35,Foreign Policy Magazine: The US Should Lose to Iran,https://hotair.com/david-strom/2026/03/25/orange-man-worse-than-iran-say-foreign-policy-magazine-n3813207,singleton,singleton,1,3,2.0,0,True
fascism_abstention_source:gpt41mini_vs_gpt41,E40,One year of No Kings protests against Trump. What have we learned?,https://www.freep.com/story/news/local/michigan/2026/03/23/no-kings-protest-detroit-michigan-trump/89287749007/,singleton,singleton,1,3,2.0,0,True
fascism_abstention_source:gpt41mini_vs_gpt41,E41,Italy’s leader wants to change the constitution. Italians don’t get it.,https://www.bostonglobe.com/2026/03/22/world/italys-leader-wants-change-constitution-italians-dont-get-it/,singleton,singleton,1,3,2.0,0,True
fascism_abstention_source:gpt41mini_vs_gpt41,E45,Texas Antifa Convictions Provide 'Road Map' for Implementing Trump Counterterrorism Strategy: Prosecutor,https://www.dailysignal.com/2026/03/19/texas-antifa-convictions-provide-roadmap-for-implementing-trump-counterterrorism-strategy-prosecutor/,adjacent_subset,adjacent_subset,2|1,3|4,2.0,0,True
fascism_abstention_source:gpt41mini_vs_gpt41,E48,Florida Forced 2 Black Women to Have C-Sections They Didn’t Want,https://www.jezebel.com/florida-forced-2-black-women-to-have-c-sections-they-didnt-want,adjacent_subset,adjacent_subset,2|1,3|4,2.0,0,True
fascism_abstention_source:gpt41mini_vs_gpt41,E48,Florida Forced 2 Black Women to Have C-Sections They Didn’t Want,https://www.jezebel.com/florida-forced-2-black-women-to-have-c-sections-they-didnt-want,singleton,singleton,4,2,-2.0,0,True
fascism_abstention_source:gpt41mini_vs_gpt41,E23,The Left Would Rather See the Iranian People Lose Than Let President Trump Win,https://townhall.com/tipsheet/amy-curtis/2026/03/27/trump-derangement-syndrome-goes-global-n2673457,singleton,singleton,1,3,2.0,0,True
fascism_abstention_source:gpt41mini_vs_gpt41,E48,Florida Forced 2 Black Women to Have C-Sections They Didn’t Want,https://www.jezebel.com/florida-forced-2-black-women-to-have-c-sections-they-didnt-want,singleton,non_adjacent_subset,4,3|1,-2.0,1,True
fascism_abstention_source:gpt41mini_vs_gpt41,E8,How Angela Davis Predicted The Modern Face Of Fascism in 1971,https://www.theroot.com/how-angela-davis-predicted-the-modern-face-of-fascism-i-2000095933?utm_source=rss&utm_medium=rss&utm_campaign=how-angela-davis-predicted-the-modern-face-of-fascism-i-2000095933,adjacent_subset,adjacent_subset,4|3,1|2,-2.0,0,True
fascism_abstention_source:gpt41mini_vs_gpt41,E4,Letter: Fascism is not easy to excise once it sets in,https://www.berkshireeagle.com/opinion/letters_to_editor/letter-fascism-is-not-easy-to-excise-once-it-sets-in/article_ad0da7b6-0471-46d3-9980-5eb4478b2376.html,singleton,singleton,1,3,2.0,0,True
fascism_abstention_source:gpt41mini_vs_gpt41,E12,Joe Scarborough: 'Massive' new GOP crisis 'could tear conservatism apart',https://www.alternet.org/scarborough-avlon-nazis/,singleton,singleton,1,3,2.0,0,True
fascism_abstention_source:gpt41mini_vs_gpt41,E11,Letter: Why I'm participating in the No Kings national mobilization,https://www.berkshireeagle.com/opinion/letters_to_editor/letter-why-im-participating-in-the-no-kings-national-mobilization/article_6694a1d5-3129-4547-bbc7-d31760979e31.html,singleton,singleton,1,3,2.0,0,True
fascism_abstention_source:gpt41mini_vs_gpt41,E9,Naomi Klein on the Fascism of Elite Backlash,https://www.nytimes.com/video/opinion/100000010732750/naomi-klein-on-the-fascism-of-elite-backlash.html,singleton,singleton,1,3,2.0,0,True
fascism_abstention_source:gpt41mini_vs_gpt41,E13,Professor flees to Australia as Trump chaos reverberates through universities,https://www.rawstory.com/trump-university-2676248348/,singleton,singleton,1,3,2.0,0,True
fascism_abstention_source:gpt41mini_vs_gpt41,E33,Hungary's Orban Faces Pivotal Battle Against Ally-Turned-Foe,https://www.usnews.com/news/world/articles/2026-03-25/hungarys-orban-faces-pivotal-battle-against-ally-turned-foe,singleton,singleton,3,1,-2.0,0,True
fascism_abstention_source:gpt41mini_vs_gpt41,E39,HBO Max Inks First-Look Deal With ‘Sirât’ Producer Domingo Corral,https://www.hollywoodreporter.com/tv/tv-news/hbo-max-first-look-deal-sirat-producer-domingo-corral-1236545733/,singleton,singleton,1,3,2.0,0,True
fascism_abstention_source:gpt41mini_vs_gpt41,E15,Iran has been a sworn enemy of the US and Israel since 1979,https://www.jsonline.com/story/opinion/readers/2026/03/14/iran-war-ayatollah-trump-fascism-liberals/89108550007/,singleton,singleton,1,3,2.0,0,True
fascism_abstention_source:gpt41mini_vs_gpt41,E23,The Left Would Rather See the Iranian People Lose Than Let President Trump Win,https://townhall.com/tipsheet/amy-curtis/2026/03/27/trump-derangement-syndrome-goes-global-n2673457,singleton,singleton,1,3,2.0,0,True
fascism_abstention_source:gpt41mini_vs_gpt41,E26,"The Militia at Lexington and Concord: Standing Athwart History Yelling, 'Stop!'",https://pjmedia.com/david-churchill-barrow/2026/03/27/the-militia-at-lexington-and-concord-standing-athwart-history-yelling-stop-n4951150,singleton,singleton,1,3,2.0,0,True
fascism_abstention_source:gpt41mini_vs_gpt41,E38,Feminist Leader and Human Rights Activist Yanar Mohammed Assassinated,https://www.opednews.com/populum/page.php?f=Feminist-Leader-and-Human-Activist_Assassination_Feminist_Feminist-History-260324-851.html,singleton,singleton,1,3,2.0,0,True
fascism_abstention_source:gpt41mini_vs_gpt41,E42,The New Hampshire Gazette,https://www.nhgazette.com/2026/03/21/thurs-march-19/,singleton,singleton,3,1,-2.0,0,True
fascism_abstention_source:gpt41mini_vs_gpt41,E15,Iran has been a sworn enemy of the US and Israel since 1979,https://www.jsonline.com/story/opinion/readers/2026/03/14/iran-war-ayatollah-trump-fascism-liberals/89108550007/,singleton,singleton,1,3,2.0,0,True
fascism_abstention_source:gpt41mini_vs_gpt41,E9,Naomi Klein on the Fascism of Elite Backlash,https://www.nytimes.com/video/opinion/100000010732750/naomi-klein-on-the-fascism-of-elite-backlash.html,singleton,singleton,1,3,2.0,0,True
fascism_abstention_source:gpt41mini_vs_gpt41,E11,Letter: Why I'm participating in the No Kings national mobilization,https://www.berkshireeagle.com/opinion/letters_to_editor/letter-why-im-participating-in-the-no-kings-national-mobilization/article_6694a1d5-3129-4547-bbc7-d31760979e31.html,adjacent_subset,adjacent_subset,1|2,4|3,2.0,0,True
fascism_abstention_source:gpt41mini_vs_gpt41,E21,We Are on the Road to Serfdom,https://townhall.com/columnists/les-rubin/2026/03/28/we-are-on-the-road-to-serfdom-n2673569,singleton,singleton,1,3,2.0,0,True
fascism_abstention_source:gpt41mini_vs_gpt41,E37,What The World Really Thinks Of Americans And Trump,https://www.buzzfeed.com/haein_jung/global-views-on-americans-and-trump-politics,singleton,singleton,1,3,2.0,0,True
fascism_abstention_source:gpt41mini_vs_gpt41,E41,Italy’s leader wants to change the constitution. Italians don’t get it.,https://www.bostonglobe.com/2026/03/22/world/italys-leader-wants-change-constitution-italians-dont-get-it/,singleton,singleton,1,3,2.0,0,True
fascism_abstention_source:gpt41mini_vs_gpt41,E8,How Angela Davis Predicted The Modern Face Of Fascism in 1971,https://www.theroot.com/how-angela-davis-predicted-the-modern-face-of-fascism-i-2000095933?utm_source=rss&utm_medium=rss&utm_campaign=how-angela-davis-predicted-the-modern-face-of-fascism-i-2000095933,singleton,singleton,3,1,-2.0,0,True
fascism_abstention_source:gpt41mini_vs_gpt41,E4,Letter: Fascism is not easy to excise once it sets in,https://www.berkshireeagle.com/opinion/letters_to_editor/letter-fascism-is-not-easy-to-excise-once-it-sets-in/article_ad0da7b6-0471-46d3-9980-5eb4478b2376.html,singleton,singleton,1,3,2.0,0,True
fascism_abstention_source:gpt41mini_vs_gpt41,E9,Naomi Klein on the Fascism of Elite Backlash,https://www.nytimes.com/video/opinion/100000010732750/naomi-klein-on-the-fascism-of-elite-backlash.html,singleton,singleton,1,3,2.0,0,True
fascism_abstention_source:gpt41mini_vs_gpt41,E20,'No Kings' aims for record turnout in Saturday's anti-Trump protests,https://www.npr.org/2026/03/28/nx-s1-5763702/no-kings-saturday-protests,singleton,singleton,1,3,2.0,0,True
fascism_abstention_source:gpt41mini_vs_gpt41,E23,The Left Would Rather See the Iranian People Lose Than Let President Trump Win,https://townhall.com/tipsheet/amy-curtis/2026/03/27/trump-derangement-syndrome-goes-global-n2673457,singleton,singleton,1,3,2.0,0,True
fascism_abstention_source:gpt41mini_vs_gpt41,E7,Trump Labeled ‘Demented Narcissist’ By His Former White House Lawyer For Celebrating Mueller’s Death,https://www.huffpost.com/entry/ty-cobb-demented-narcissist-trump-over-robert-mueller-death-post_n_69bf091ce4b0284f9be0b723,singleton,singleton,1,3,2.0,0,True
fascism_abstention_source:gpt41mini_vs_gpt41,E38,Feminist Leader and Human Rights Activist Yanar Mohammed Assassinated,https://www.opednews.com/populum/page.php?f=Feminist-Leader-and-Human-Activist_Assassination_Feminist_Feminist-History-260324-851.html,singleton,singleton,1,3,2.0,0,True
fascism_abstention_source:gpt41mini_vs_gpt41,E18,Young voters shake Italy’s political calm as referendum exposes tensions for Giorgia Meloni,https://www.theguardian.com/world/2026/mar/28/young-voters-italy-referendum-giorgia-meloni,singleton,singleton,3,1,-2.0,0,True
fascism_abstention_source:gpt41mini_vs_gpt41,E11,Letter: Why I'm participating in the No Kings national mobilization,https://www.berkshireeagle.com/opinion/letters_to_editor/letter-why-im-participating-in-the-no-kings-national-mobilization/article_6694a1d5-3129-4547-bbc7-d31760979e31.html,singleton,singleton,1,3,2.0,0,True
fascism_abstention_source:gpt41mini_vs_gpt41,E31,"Once Inspired by Orban, Hungary's Peter Magyar Now Leads the Charge to Unseat Him",https://www.usnews.com/news/world/articles/2026-03-25/once-inspired-by-orban-hungarys-peter-magyar-now-leads-the-charge-to-unseat-him,singleton,singleton,1,3,2.0,0,True
fascism_abstention_source:gpt41mini_vs_gpt41,E28,What’s behind the far-right push to turn Churchill into World War II’s villain: historian,https://www.alternet.org/right-wing-rewrite-history/,singleton,singleton,3,1,-2.0,0,True
fascism_abstention_source:gpt41mini_vs_gpt41,E3,Anarchist Speaking Tour Will Explore How Anti-ICE Rioters Defeated 'Fascism' In Minnesota,https://dailycaller.com/2026/03/25/anarchist-leftist-speaking-tour-anti-ice-riots-minnesota-fascism-border-patrol/,adjacent_subset,singleton,2|3,1,-1.5,-1,True
fascism_abstention_source:gpt41mini_vs_gpt41,E11,Letter: Why I'm participating in the No Kings national mobilization,https://www.berkshireeagle.com/opinion/letters_to_editor/letter-why-im-participating-in-the-no-kings-national-mobilization/article_6694a1d5-3129-4547-bbc7-d31760979e31.html,adjacent_subset,singleton,2|3,1,-1.5,-1,True
fascism_abstention_source:gpt41mini_vs_gpt41,E13,Professor flees to Australia as Trump chaos reverberates through universities,https://www.rawstory.com/trump-university-2676248348/,adjacent_subset,singleton,2|3,1,-1.5,-1,True
fascism_abstention_source:gpt41mini_vs_gpt41,E29,Movie Review: 'Two Prosecutors' is a perfect nightmare of state corruption,https://www.newsday.com/entertainment/two-prosecutors-movie-review-b43855,adjacent_subset,singleton,3|4,2,-1.5,-1,True
fascism_abstention_source:gpt41mini_vs_gpt41,E23,The Left Would Rather See the Iranian People Lose Than Let President Trump Win,https://townhall.com/tipsheet/amy-curtis/2026/03/27/trump-derangement-syndrome-goes-global-n2673457,singleton,adjacent_subset,1,2|3,1.5,1,True
fascism_abstention_source:gpt41mini_vs_gpt41,E20,'No Kings' aims for record turnout in Saturday's anti-Trump protests,https://www.npr.org/2026/03/28/nx-s1-5763702/no-kings-saturday-protests,adjacent_subset,singleton,1|2,3,1.5,-1,True
fascism_abstention_source:gpt41mini_vs_gpt41,E4,Letter: Fascism is not easy to excise once it sets in,https://www.berkshireeagle.com/opinion/letters_to_editor/letter-fascism-is-not-easy-to-excise-once-it-sets-in/article_ad0da7b6-0471-46d3-9980-5eb4478b2376.html,adjacent_subset,non_adjacent_subset,2|1,2|4,1.5,0,True
fascism_abstention_source:gpt41mini_vs_gpt41,E8,How Angela Davis Predicted The Modern Face Of Fascism in 1971,https://www.theroot.com/how-angela-davis-predicted-the-modern-face-of-fascism-i-2000095933?utm_source=rss&utm_medium=rss&utm_campaign=how-angela-davis-predicted-the-modern-face-of-fascism-i-2000095933,adjacent_subset,singleton,4|3,2,-1.5,-1,True
fascism_abstention_source:gpt41mini_vs_gpt41,E45,Texas Antifa Convictions Provide 'Road Map' for Implementing Trump Counterterrorism Strategy: Prosecutor,https://www.dailysignal.com/2026/03/19/texas-antifa-convictions-provide-roadmap-for-implementing-trump-counterterrorism-strategy-prosecutor/,adjacent_subset,singleton,1|2,3,1.5,-1,True
fascism_abstention_source:gpt41mini_vs_gpt41,E8,How Angela Davis Predicted The Modern Face Of Fascism in 1971,https://www.theroot.com/how-angela-davis-predicted-the-modern-face-of-fascism-i-2000095933?utm_source=rss&utm_medium=rss&utm_campaign=how-angela-davis-predicted-the-modern-face-of-fascism-i-2000095933,non_adjacent_subset,adjacent_subset,1|3,4|3,1.5,0,True
fascism_abstention_source:gpt41mini_vs_gpt41,E8,How Angela Davis Predicted The Modern Face Of Fascism in 1971,https://www.theroot.com/how-angela-davis-predicted-the-modern-face-of-fascism-i-2000095933?utm_source=rss&utm_medium=rss&utm_campaign=how-angela-davis-predicted-the-modern-face-of-fascism-i-2000095933,adjacent_subset,singleton,1|2,3,1.5,-1,True
fascism_abstention_source:gpt41mini_vs_gpt41,E12,Joe Scarborough: 'Massive' new GOP crisis 'could tear conservatism apart',https://www.alternet.org/scarborough-avlon-nazis/,adjacent_subset,singleton,2|1,3,1.5,-1,True
fascism_abstention_source:gpt41mini_vs_gpt41,E14,'Wow': Observers horrified by 'scary' Trump brag showing he's following 'Putin's playbook',https://www.rawstory.com/trump-media-2676119670/,adjacent_subset,singleton,2|1,3,1.5,-1,True
fascism_abstention_source:gpt41mini_vs_gpt41,E25,‘Break your silence’: Jane Fonda leads rally against Trump crackdown on arts and media,https://www.theguardian.com/us-news/2026/mar/27/jane-fonda-kennedy-center-rally-trump,adjacent_subset,singleton,2|1,3,1.5,-1,True
fascism_abstention_source:gpt41mini_vs_gpt41,E11,Letter: Why I'm participating in the No Kings national mobilization,https://www.berkshireeagle.com/opinion/letters_to_editor/letter-why-im-participating-in-the-no-kings-national-mobilization/article_6694a1d5-3129-4547-bbc7-d31760979e31.html,adjacent_subset,singleton,1|2,3,1.5,-1,True
fascism_abstention_source:gpt41mini_vs_gpt41,E13,Professor flees to Australia as Trump chaos reverberates through universities,https://www.rawstory.com/trump-university-2676248348/,adjacent_subset,singleton,2|1,3,1.5,-1,True
fascism_abstention_source:gpt41mini_vs_gpt41,E32,Marvel Says the Real World Parallels in 'Daredevil: Born Again' Are Coincidental,https://gizmodo.com/marvel-says-the-real-world-parallels-in-daredevil-born-again-are-coincidental-2000738105,adjacent_subset,singleton,2|3,1,-1.5,-1,True
fascism_abstention_source:gpt41mini_vs_gpt41,E48,Florida Forced 2 Black Women to Have C-Sections They Didn’t Want,https://www.jezebel.com/florida-forced-2-black-women-to-have-c-sections-they-didnt-want,adjacent_subset,singleton,2|1,3,1.5,-1,True
