snapshot_id,evidence_set_item_id,evidence_item_id,evidence_view_id,experiment_id,experiment_tag,run_id,evidence_source_kind,evidence_set_tag,label,title,url,source_name,publish_date,ordinal,domain
00d906a02c1c4e1b98d672590879e167,p9734dhh6vqeaw0rmtd34pzg9183sevc,nx7a9cpddqqef5xmdvqyfs1s4d83sf9r,,jh7cgerqjydvgfhvx5e26tg2zx83sfnm,v4_native_fascism_baseline_source_gpt41,kx760t5xs6t7gvzskmt56d76fd83r56x,evidence_set,v4_native_concepts_shared_v1_set,E11,Letter: Why I'm participating in the No Kings national mobilization,https://www.berkshireeagle.com/opinion/letters_to_editor/letter-why-im-participating-in-the-no-kings-national-mobilization/article_6694a1d5-3129-4547-bbc7-d31760979e31.html,berkshireeagle.com,2026-03-17,10,www.berkshireeagle.com
00d906a02c1c4e1b98d672590879e167,p975s5scybtktvj6wjks7mgpc583stke,nx7b83fdfjzjkn2wrjh5ckt6y183r36x,,jh7cgerqjydvgfhvx5e26tg2zx83sfnm,v4_native_fascism_baseline_source_gpt41,kx760t5xs6t7gvzskmt56d76fd83r56x,evidence_set,v4_native_concepts_shared_v1_set,E12,Joe Scarborough: 'Massive' new GOP crisis 'could tear conservatism apart',https://www.alternet.org/scarborough-avlon-nazis/,alternet.org,2026-03-16,11,www.alternet.org
00d906a02c1c4e1b98d672590879e167,p971qw3jhfsry91gb5468dxfbd83sc1j,nx71gk4f3rs2k0v8kvnw6706q583r1t3,,jh7cgerqjydvgfhvx5e26tg2zx83sfnm,v4_native_fascism_baseline_source_gpt41,kx760t5xs6t7gvzskmt56d76fd83r56x,evidence_set,v4_native_concepts_shared_v1_set,E13,Professor flees to Australia as Trump chaos reverberates through universities,https://www.rawstory.com/trump-university-2676248348/,rawstory.com,2026-03-16,12,www.rawstory.com
00d906a02c1c4e1b98d672590879e167,p97cf679eqpqagd4vkbrhf8mw983rzmy,nx75h67j57s6s7k7gp9x8f2pmh83r6bd,,jh7cgerqjydvgfhvx5e26tg2zx83sfnm,v4_native_fascism_baseline_source_gpt41,kx760t5xs6t7gvzskmt56d76fd83r56x,evidence_set,v4_native_concepts_shared_v1_set,E14,'Wow': Observers horrified by 'scary' Trump brag showing he's following 'Putin's playbook',https://www.rawstory.com/trump-media-2676119670/,rawstory.com,2026-03-15,13,www.rawstory.com
00d906a02c1c4e1b98d672590879e167,p9782bt3mmxb081mp70zdngz1583sj0y,nx70hvemj7czzp9w8apbamwehd83sqz1,,jh7cgerqjydvgfhvx5e26tg2zx83sfnm,v4_native_fascism_baseline_source_gpt41,kx760t5xs6t7gvzskmt56d76fd83r56x,evidence_set,v4_native_concepts_shared_v1_set,E15,Iran has been a sworn enemy of the US and Israel since 1979,https://www.jsonline.com/story/opinion/readers/2026/03/14/iran-war-ayatollah-trump-fascism-liberals/89108550007/,jsonline.com,2026-03-14,14,www.jsonline.com
00d906a02c1c4e1b98d672590879e167,p97c671k4kzkyf46h8nykvpdc983rzda,nx72ske6wpx8k079derdb1rz5x83s7he,,jh7cgerqjydvgfhvx5e26tg2zx83sfnm,v4_native_fascism_baseline_source_gpt41,kx760t5xs6t7gvzskmt56d76fd83r56x,evidence_set,v4_native_concepts_shared_v1_set,E16,Acclaimed 20th century philosopher Jürgen Habermas dies at 96,https://www.npr.org/2026/03/14/nx-s1-5748043/jurgen-habermas-obituary-dead-96-german-philosopher,npr.org,2026-03-14,15,www.npr.org
00d906a02c1c4e1b98d672590879e167,p974st4gy76n3rdmagqb3rgjg183s6vj,nx75p5m6ar8z1mqgt6rzz2gh7183svdv,,jh7cgerqjydvgfhvx5e26tg2zx83sfnm,v4_native_fascism_baseline_source_gpt41,kx760t5xs6t7gvzskmt56d76fd83r56x,evidence_set,v4_native_concepts_shared_v1_set,E17,How Iranian Oil Controls U.S. Foreign Policy,https://www.nytimes.com/video/opinion/100000010797040/how-iranian-oil-controls-us-foreign-policy.html,nytimes.com,2026-03-24,16,www.nytimes.com
00d906a02c1c4e1b98d672590879e167,p97ct7xpg7gtny4f2x2xr01mqd83st05,nx75608b3ng3yayzmvx38em2nn83styk,,jh7cgerqjydvgfhvx5e26tg2zx83sfnm,v4_native_fascism_baseline_source_gpt41,kx760t5xs6t7gvzskmt56d76fd83r56x,evidence_set,v4_native_concepts_shared_v1_set,E18,Young voters shake Italy’s political calm as referendum exposes tensions for Giorgia Meloni,https://www.theguardian.com/world/2026/mar/28/young-voters-italy-referendum-giorgia-meloni,theguardian.com,2026-03-28,17,www.theguardian.com
00d906a02c1c4e1b98d672590879e167,p979wtp3m19evvpzbg95kf6mmn83szzq,nx79d3d86se4kcjb30w05bc4s183rxrg,,jh7cgerqjydvgfhvx5e26tg2zx83sfnm,v4_native_fascism_baseline_source_gpt41,kx760t5xs6t7gvzskmt56d76fd83r56x,evidence_set,v4_native_concepts_shared_v1_set,E19,EU Parliament Told Continent 'On Track For Civil War',https://www.breitbart.com/europe/2026/03/28/civil-war-europe-at-risk-conference/,breitbart.com,2026-03-28,18,www.breitbart.com
00d906a02c1c4e1b98d672590879e167,p97cr54pcp22cnmey94epps2d583r04f,nx77v0scr5m6hvy1kwtp541jkd83s2d1,,jh7cgerqjydvgfhvx5e26tg2zx83sfnm,v4_native_fascism_baseline_source_gpt41,kx760t5xs6t7gvzskmt56d76fd83r56x,evidence_set,v4_native_concepts_shared_v1_set,E20,'No Kings' aims for record turnout in Saturday's anti-Trump protests,https://www.npr.org/2026/03/28/nx-s1-5763702/no-kings-saturday-protests,npr.org,2026-03-28,19,www.npr.org
00d906a02c1c4e1b98d672590879e167,p974c79h68tcyvh6jxzwdnvvhn83s93b,nx729fv2sk8e8j4gaqcwn4t4j583s1q2,,jh7cgerqjydvgfhvx5e26tg2zx83sfnm,v4_native_fascism_baseline_source_gpt41,kx760t5xs6t7gvzskmt56d76fd83r56x,evidence_set,v4_native_concepts_shared_v1_set,E21,We Are on the Road to Serfdom,https://townhall.com/columnists/les-rubin/2026/03/28/we-are-on-the-road-to-serfdom-n2673569,townhall.com,2026-03-28,20,townhall.com
00d906a02c1c4e1b98d672590879e167,p97fyk6qp1zq3ymjkd1ep4gy1d83sqbm,nx718nqekph4ytyts4f6bn63e583r23f,,jh7cgerqjydvgfhvx5e26tg2zx83sfnm,v4_native_fascism_baseline_source_gpt41,kx760t5xs6t7gvzskmt56d76fd83r56x,evidence_set,v4_native_concepts_shared_v1_set,E22,How Dems are committing political suicide over anti-ICE obsessions,https://nypost.com/2026/03/28/opinion/dems-are-committing-political-suicide-by-ice/,nypost.com,2026-03-28,21,nypost.com
00d906a02c1c4e1b98d672590879e167,p97cshc2p5by0gr1b0bcw6xyc183rg0t,nx7e9ef4emzspqz6yfcc38k2ms83sn7b,,jh7cgerqjydvgfhvx5e26tg2zx83sfnm,v4_native_fascism_baseline_source_gpt41,kx760t5xs6t7gvzskmt56d76fd83r56x,evidence_set,v4_native_concepts_shared_v1_set,E23,The Left Would Rather See the Iranian People Lose Than Let President Trump Win,https://townhall.com/tipsheet/amy-curtis/2026/03/27/trump-derangement-syndrome-goes-global-n2673457,townhall.com,2026-03-27,22,townhall.com
00d906a02c1c4e1b98d672590879e167,p97f9r9v3ntveqdfq8zb90v3kx83r8m4,nx7cz627ttvh3tqccsy85vfk4d83r4h5,,jh7cgerqjydvgfhvx5e26tg2zx83sfnm,v4_native_fascism_baseline_source_gpt41,kx760t5xs6t7gvzskmt56d76fd83r56x,evidence_set,v4_native_concepts_shared_v1_set,E24,Dem Narrative Crumbles As ICE Agents Deliver Perfect Response to Unhinged Person in Airport,https://redstate.com/nick-arama/2026/03/27/pure-gold-perfect-response-from-ice-to-unhinged-person-yelling-at-them-in-airport-n2200699,redstate.com,2026-03-27,23,redstate.com
00d906a02c1c4e1b98d672590879e167,p9781pcpxekjf287mymjnc657583sv44,nx7418bcr7djnpk9rqws552kxx83r193,,jh7cgerqjydvgfhvx5e26tg2zx83sfnm,v4_native_fascism_baseline_source_gpt41,kx760t5xs6t7gvzskmt56d76fd83r56x,evidence_set,v4_native_concepts_shared_v1_set,E25,‘Break your silence’: Jane Fonda leads rally against Trump crackdown on arts and media,https://www.theguardian.com/us-news/2026/mar/27/jane-fonda-kennedy-center-rally-trump,theguardian.com,2026-03-27,24,www.theguardian.com
00d906a02c1c4e1b98d672590879e167,p97cm8hrg4czecye8p3pwc4kt583r47a,nx7dfc64w950f2wna8pqbtzvh583s2k1,,jh7cgerqjydvgfhvx5e26tg2zx83sfnm,v4_native_fascism_baseline_source_gpt41,kx760t5xs6t7gvzskmt56d76fd83r56x,evidence_set,v4_native_concepts_shared_v1_set,E26,"The Militia at Lexington and Concord: Standing Athwart History Yelling, 'Stop!'",https://pjmedia.com/david-churchill-barrow/2026/03/27/the-militia-at-lexington-and-concord-standing-athwart-history-yelling-stop-n4951150,pjmedia.com,2026-03-27,25,pjmedia.com
00d906a02c1c4e1b98d672590879e167,p975nkhpytc21wbx2ks5mq8f3583stxk,nx72sgarahj70g1r2b1jbzcj7s83rd99,,jh7cgerqjydvgfhvx5e26tg2zx83sfnm,v4_native_fascism_baseline_source_gpt41,kx760t5xs6t7gvzskmt56d76fd83r56x,evidence_set,v4_native_concepts_shared_v1_set,E27,Dems Can't Get Enough of Your Money,https://patriotpost.us/articles/126207-dems-cant-get-enough-of-your-money-2026-03-26,patriotpost.us,2026-03-26,26,patriotpost.us
00d906a02c1c4e1b98d672590879e167,p97f491zz6h9t47wvn59rq9sf183sxk7,nx7eydsd1rmqetfhs9b0eawm7n83r1zv,,jh7cgerqjydvgfhvx5e26tg2zx83sfnm,v4_native_fascism_baseline_source_gpt41,kx760t5xs6t7gvzskmt56d76fd83r56x,evidence_set,v4_native_concepts_shared_v1_set,E28,What’s behind the far-right push to turn Churchill into World War II’s villain: historian,https://www.alternet.org/right-wing-rewrite-history/,alternet.org,2026-03-26,27,www.alternet.org
00d906a02c1c4e1b98d672590879e167,p977wbkwd35hbv3ktd22aq6ays83scr6,nx7ax1q2pdbbmdvs11p49pkk9983rrda,,jh7cgerqjydvgfhvx5e26tg2zx83sfnm,v4_native_fascism_baseline_source_gpt41,kx760t5xs6t7gvzskmt56d76fd83r56x,evidence_set,v4_native_concepts_shared_v1_set,E29,Movie Review: 'Two Prosecutors' is a perfect nightmare of state corruption,https://www.newsday.com/entertainment/two-prosecutors-movie-review-b43855,newsday.com,2026-03-26,28,www.newsday.com
00d906a02c1c4e1b98d672590879e167,p97by0hsa1f84g74ekg459vkv983rs1n,nx7bktjvtcvxyhbgpbf95g7v1x83r481,,jh7cgerqjydvgfhvx5e26tg2zx83sfnm,v4_native_fascism_baseline_source_gpt41,kx760t5xs6t7gvzskmt56d76fd83r56x,evidence_set,v4_native_concepts_shared_v1_set,E30,New IOC policy bans trans women from women’s Olympic events,https://www.ms.now/news/new-ioc-policy-bans-transgender-women-from-womens-olympic-events,ms.now,2026-03-26,29,www.ms.now
00d906a02c1c4e1b98d672590879e167,p97cqgx9zdwg7r1m1y4fajqy2983rd4q,nx77k7m36ykmne8aq7pvs35qv583s343,,jh7cgerqjydvgfhvx5e26tg2zx83sfnm,v4_native_fascism_baseline_source_gpt41,kx760t5xs6t7gvzskmt56d76fd83r56x,evidence_set,v4_native_concepts_shared_v1_set,E31,"Once Inspired by Orban, Hungary's Peter Magyar Now Leads the Charge to Unseat Him",https://www.usnews.com/news/world/articles/2026-03-25/once-inspired-by-orban-hungarys-peter-magyar-now-leads-the-charge-to-unseat-him,usnews.com,2026-03-25,30,www.usnews.com
00d906a02c1c4e1b98d672590879e167,p97c644naqhbmx36p147sdtys183r44w,nx705k5qyqrjkmw17j7exwgyhx83sj7a,,jh7cgerqjydvgfhvx5e26tg2zx83sfnm,v4_native_fascism_baseline_source_gpt41,kx760t5xs6t7gvzskmt56d76fd83r56x,evidence_set,v4_native_concepts_shared_v1_set,E32,Marvel Says the Real World Parallels in 'Daredevil: Born Again' Are Coincidental,https://gizmodo.com/marvel-says-the-real-world-parallels-in-daredevil-born-again-are-coincidental-2000738105,gizmodo.com,2026-03-25,31,gizmodo.com
00d906a02c1c4e1b98d672590879e167,p979exftwcfhqxcc284wcdbfj183rh8f,nx783nnrxa15kyane5fgbb0vzd83rgky,,jh7cgerqjydvgfhvx5e26tg2zx83sfnm,v4_native_fascism_baseline_source_gpt41,kx760t5xs6t7gvzskmt56d76fd83r56x,evidence_set,v4_native_concepts_shared_v1_set,E33,Hungary's Orban Faces Pivotal Battle Against Ally-Turned-Foe,https://www.usnews.com/news/world/articles/2026-03-25/hungarys-orban-faces-pivotal-battle-against-ally-turned-foe,usnews.com,2026-03-25,32,www.usnews.com
00d906a02c1c4e1b98d672590879e167,p971r56xs9gzfcftk2t1bcbgt183se3y,nx74p6vsk6db6bg3fqrd4n1t4d83rvs9,,jh7cgerqjydvgfhvx5e26tg2zx83sfnm,v4_native_fascism_baseline_source_gpt41,kx760t5xs6t7gvzskmt56d76fd83r56x,evidence_set,v4_native_concepts_shared_v1_set,E34,Uncommon Knowledge: Deus sex machina,https://www.newsweek.com/dating-apps-sex-china-trump-11732152,newsweek.com,2026-03-25,33,www.newsweek.com
00d906a02c1c4e1b98d672590879e167,p979ynrc2zg442tadtmk6zb9tx83r8x3,nx78e04g5frmm4h5j7ms6abrxd83sngs,,jh7cgerqjydvgfhvx5e26tg2zx83sfnm,v4_native_fascism_baseline_source_gpt41,kx760t5xs6t7gvzskmt56d76fd83r56x,evidence_set,v4_native_concepts_shared_v1_set,E35,Foreign Policy Magazine: The US Should Lose to Iran,https://hotair.com/david-strom/2026/03/25/orange-man-worse-than-iran-say-foreign-policy-magazine-n3813207,hotair.com,2026-03-25,34,hotair.com
00d906a02c1c4e1b98d672590879e167,p978x628qgyxqewa6b1t2ttfh583sv6r,nx7bn841qf4897n31jaqn7ccyd83srt1,,jh7cgerqjydvgfhvx5e26tg2zx83sfnm,v4_native_fascism_baseline_source_gpt41,kx760t5xs6t7gvzskmt56d76fd83r56x,evidence_set,v4_native_concepts_shared_v1_set,E36,California auditor to look into fed-backed law- enforcement fusion centers,https://www.sacbee.com/news/politics-government/capitol-alert/article315172704.html,sacbee.com,2026-03-24,35,www.sacbee.com
00d906a02c1c4e1b98d672590879e167,p9784nnx0n2nrg5sk4356wqvx183r1t2,nx718zngycbdag6p9wqqr5bk3983rptj,,jh7cgerqjydvgfhvx5e26tg2zx83sfnm,v4_native_fascism_baseline_source_gpt41,kx760t5xs6t7gvzskmt56d76fd83r56x,evidence_set,v4_native_concepts_shared_v1_set,E37,What The World Really Thinks Of Americans And Trump,https://www.buzzfeed.com/haein_jung/global-views-on-americans-and-trump-politics,buzzfeed.com,2026-03-24,36,www.buzzfeed.com
00d906a02c1c4e1b98d672590879e167,p9772q21y1dj2ghrq9qrm203vn83r6yv,nx72bbhx6183fcrkw67ewwzkjn83rvne,,jh7cgerqjydvgfhvx5e26tg2zx83sfnm,v4_native_fascism_baseline_source_gpt41,kx760t5xs6t7gvzskmt56d76fd83r56x,evidence_set,v4_native_concepts_shared_v1_set,E38,Feminist Leader and Human Rights Activist Yanar Mohammed Assassinated,https://www.opednews.com/populum/page.php?f=Feminist-Leader-and-Human-Activist_Assassination_Feminist_Feminist-History-260324-851.html,opednews.com,2026-03-24,37,www.opednews.com
00d906a02c1c4e1b98d672590879e167,p97540vjqjvtkqn9379qb5h4kx83sc5x,nx7bt9h5k6v1sdkwrt37pjf4eh83s5kp,,jh7cgerqjydvgfhvx5e26tg2zx83sfnm,v4_native_fascism_baseline_source_gpt41,kx760t5xs6t7gvzskmt56d76fd83r56x,evidence_set,v4_native_concepts_shared_v1_set,E39,HBO Max Inks First-Look Deal With ‘Sirât’ Producer Domingo Corral,https://www.hollywoodreporter.com/tv/tv-news/hbo-max-first-look-deal-sirat-producer-domingo-corral-1236545733/,hollywoodreporter.com,2026-03-24,38,www.hollywoodreporter.com
00d906a02c1c4e1b98d672590879e167,p975th3mvdnjdbza0sh90823cx83rt56,nx73p1kgmajjqjpret9xx3a4sd83smf8,,jh7cgerqjydvgfhvx5e26tg2zx83sfnm,v4_native_fascism_baseline_source_gpt41,kx760t5xs6t7gvzskmt56d76fd83r56x,evidence_set,v4_native_concepts_shared_v1_set,E40,One year of No Kings protests against Trump. What have we learned?,https://www.freep.com/story/news/local/michigan/2026/03/23/no-kings-protest-detroit-michigan-trump/89287749007/,freep.com,2026-03-23,39,www.freep.com
00d906a02c1c4e1b98d672590879e167,p9784v69c30k7ypzfjhwhpgrjx83sr14,nx7ak12brvbev7n3s6v09ehzdd83sch3,,jh7cgerqjydvgfhvx5e26tg2zx83sfnm,v4_native_fascism_baseline_source_gpt41,kx760t5xs6t7gvzskmt56d76fd83r56x,evidence_set,v4_native_concepts_shared_v1_set,E41,Italy’s leader wants to change the constitution. Italians don’t get it.,https://www.bostonglobe.com/2026/03/22/world/italys-leader-wants-change-constitution-italians-dont-get-it/,bostonglobe.com,2026-03-22,40,www.bostonglobe.com
00d906a02c1c4e1b98d672590879e167,p97c3dtw8qffejd8gc3jpd4apx83s5a3,nx7d3h5h23q2b9h9aaqzxq58m983sshd,,jh7cgerqjydvgfhvx5e26tg2zx83sfnm,v4_native_fascism_baseline_source_gpt41,kx760t5xs6t7gvzskmt56d76fd83r56x,evidence_set,v4_native_concepts_shared_v1_set,E42,The New Hampshire Gazette,https://www.nhgazette.com/2026/03/21/thurs-march-19/,nhgazette.com,2026-03-21,41,www.nhgazette.com
00d906a02c1c4e1b98d672590879e167,p97e8prare6bx8bcr42gd8w7f983rqve,nx7256zmzpy5t8vqcy4zpbfats83sgqy,,jh7cgerqjydvgfhvx5e26tg2zx83sfnm,v4_native_fascism_baseline_source_gpt41,kx760t5xs6t7gvzskmt56d76fd83r56x,evidence_set,v4_native_concepts_shared_v1_set,E43,The Homicide Upending French Politics,https://www.theatlantic.com/ideas/2026/03/france-national-rally-deranque/686462/?utm_source=feed,theatlantic.com,2026-03-20,42,www.theatlantic.com
00d906a02c1c4e1b98d672590879e167,p9724yqqafqn51dnk7g6e5nckn83rb0x,nx7bvvmf2svcdrd7expv6b1q4n83sf69,,jh7cgerqjydvgfhvx5e26tg2zx83sfnm,v4_native_fascism_baseline_source_gpt41,kx760t5xs6t7gvzskmt56d76fd83r56x,evidence_set,v4_native_concepts_shared_v1_set,E44,The Hit Netflix Gangster Series That Rules Precisely Because It Doesn’t Try to Be The Sopranos,https://slate.com/culture/2026/03/peaky-blinders-movie-netflix-immortal-man-cillian-murphy.html?via=rss,slate.com,2026-03-20,43,slate.com
00d906a02c1c4e1b98d672590879e167,p97d2crjxbfdaar1z6yn1w8d0x83rxmg,nx7e9qhv2t8hwwa8bvzt4npzdx83s9s6,,jh7cgerqjydvgfhvx5e26tg2zx83sfnm,v4_native_fascism_baseline_source_gpt41,kx760t5xs6t7gvzskmt56d76fd83r56x,evidence_set,v4_native_concepts_shared_v1_set,E45,Texas Antifa Convictions Provide 'Road Map' for Implementing Trump Counterterrorism Strategy: Prosecutor,https://www.dailysignal.com/2026/03/19/texas-antifa-convictions-provide-roadmap-for-implementing-trump-counterterrorism-strategy-prosecutor/,dailysignal.com,2026-03-19,44,www.dailysignal.com
00d906a02c1c4e1b98d672590879e167,p974297a95stspdgyjdyd6h39h83rjk0,nx79ps7j8tgnc0ecvsjgjbp0gn83rgw0,,jh7cgerqjydvgfhvx5e26tg2zx83sfnm,v4_native_fascism_baseline_source_gpt41,kx760t5xs6t7gvzskmt56d76fd83r56x,evidence_set,v4_native_concepts_shared_v1_set,E46,Maine’s kids are a lot better than OK,https://www.centralmaine.com/2026/03/19/maine-kids-are-a-lot-better-than-ok-opinion/,centralmaine.com,2026-03-19,45,www.centralmaine.com
00d906a02c1c4e1b98d672590879e167,p974yc5qr03mqvrnn5mj31e81183rr3e,nx79kc4azrpne52zzxw7szc0xh83sbbz,,jh7cgerqjydvgfhvx5e26tg2zx83sfnm,v4_native_fascism_baseline_source_gpt41,kx760t5xs6t7gvzskmt56d76fd83r56x,evidence_set,v4_native_concepts_shared_v1_set,E47,"Music reviews: Harry Styles, Johnny Blue Skies & the Dark Clouds, and Waterbaby",https://theweek.com/culture-life/music/reviews-harry-styles-waterbaby-johnny-blue-skies-dark-clouds,theweek.com,2026-03-18,46,theweek.com
00d906a02c1c4e1b98d672590879e167,p9712gw1yjmz8ecncakthnmx0s83sth1,nx70g23324108wpdd64vgwfwc583sjh3,,jh7cgerqjydvgfhvx5e26tg2zx83sfnm,v4_native_fascism_baseline_source_gpt41,kx760t5xs6t7gvzskmt56d76fd83r56x,evidence_set,v4_native_concepts_shared_v1_set,E48,Florida Forced 2 Black Women to Have C-Sections They Didn’t Want,https://www.jezebel.com/florida-forced-2-black-women-to-have-c-sections-they-didnt-want,jezebel.com,2026-03-18,47,www.jezebel.com
