contrast_id,family_slug,contrast_kind,baseline_tag,variant_tag,endpoint,n_samples,mean_delta,median_delta,std_delta,effect_size_dz,positive_share,ci_low,ci_high,sign_flip_pvalue
a1_abstain_toggle:v3_a1_gpt_4_1_abstain_false__vs__v3_a1_gpt_4_1_abstain_true,a1_abstain_toggle,abstain_toggle,v3_a1_gpt_4_1_abstain_false,v3_a1_gpt_4_1_abstain_true,tbm_expected_stage,30,-0.49613090209971833,0.0,1.0299279562524837,-0.4817141811597678,0.03333333333333333,-0.8690887787968113,-0.1595238440159551,0.009598080383923215
a1_abstain_toggle:v3_a1_gpt_5_2_abstain_false__vs__v3_a1_gpt_5_2_abstain_true,a1_abstain_toggle,abstain_toggle,v3_a1_gpt_5_2_abstain_false,v3_a1_gpt_5_2_abstain_true,abstain_rate,30,0.4383333333333333,0.45,0.17104311481739562,2.5627066824718128,1.0,0.37666666666666676,0.4966666666666667,0.0001999600079984003
a1_abstain_toggle:v3_a1_gpt_5_2_abstain_false__vs__v3_a1_gpt_5_2_abstain_true,a1_abstain_toggle,abstain_toggle,v3_a1_gpt_5_2_abstain_false,v3_a1_gpt_5_2_abstain_true,closed_world_conflict,30,-0.310640015557783,-0.09328939405831299,0.4175436655064036,-0.7439701310784678,0.13333333333333333,-0.46234113263880644,-0.1757700788092423,0.0001999600079984003
a1_abstain_toggle:v3_a1_gpt_5_2_abstain_false__vs__v3_a1_gpt_5_2_abstain_true,a1_abstain_toggle,abstain_toggle,v3_a1_gpt_5_2_abstain_false,v3_a1_gpt_5_2_abstain_true,closed_world_expected_stage,30,1.1580745575703548,1.000092229825282,0.7256801327929401,1.5958471304888138,0.9333333333333333,0.9020162492166274,1.409774570183134,0.0001999600079984003
a1_abstain_toggle:v3_a1_gpt_5_2_abstain_false__vs__v3_a1_gpt_5_2_abstain_true,a1_abstain_toggle,abstain_toggle,v3_a1_gpt_5_2_abstain_false,v3_a1_gpt_5_2_abstain_true,mean_expected_stage,30,0.42555030016136824,0.41271929824561393,0.3151889606516772,1.350143416449328,0.9,0.3194526023601585,0.542167260562723,0.0001999600079984003
a1_abstain_toggle:v3_a1_gpt_5_2_abstain_false__vs__v3_a1_gpt_5_2_abstain_true,a1_abstain_toggle,abstain_toggle,v3_a1_gpt_5_2_abstain_false,v3_a1_gpt_5_2_abstain_true,mean_score_expert_agreement_prob,30,0.11518333333333335,0.1047499999999999,0.09812794984218254,1.1738076003685054,0.9,0.08145625000000005,0.15025375,0.0001999600079984003
a1_abstain_toggle:v3_a1_gpt_5_2_abstain_false__vs__v3_a1_gpt_5_2_abstain_true,a1_abstain_toggle,abstain_toggle,v3_a1_gpt_5_2_abstain_false,v3_a1_gpt_5_2_abstain_true,mean_subset_size,30,0.05522025145477153,0.03392857142857131,0.11843142210677565,0.46626351750624034,0.6,0.015441689534665501,0.09588392726840861,0.019396120775844832
a1_abstain_toggle:v3_a1_gpt_5_2_abstain_false__vs__v3_a1_gpt_5_2_abstain_true,a1_abstain_toggle,abstain_toggle,v3_a1_gpt_5_2_abstain_false,v3_a1_gpt_5_2_abstain_true,mid_scale_mass,30,0.3612268779838439,0.39444444444444443,0.22850374353957192,1.5808357114345795,0.9333333333333333,0.27912937322109155,0.4420937100896466,0.0001999600079984003
a1_abstain_toggle:v3_a1_gpt_5_2_abstain_false__vs__v3_a1_gpt_5_2_abstain_true,a1_abstain_toggle,abstain_toggle,v3_a1_gpt_5_2_abstain_false,v3_a1_gpt_5_2_abstain_true,singleton_rate,30,-0.0552202514547716,-0.033928571428571475,0.11843142210677567,-0.4662635175062409,0.2,-0.099795855982969,-0.015797081569817684,0.016196760647870425
a1_abstain_toggle:v3_a1_gpt_5_2_abstain_false__vs__v3_a1_gpt_5_2_abstain_true,a1_abstain_toggle,abstain_toggle,v3_a1_gpt_5_2_abstain_false,v3_a1_gpt_5_2_abstain_true,stage_entropy,30,-0.16472919629314975,-0.19603892653054977,0.24051123707516156,-0.6849126814048636,0.26666666666666666,-0.248873867285067,-0.08344479942490127,0.0003999200159968006
a1_abstain_toggle:v3_a1_gpt_5_2_abstain_false__vs__v3_a1_gpt_5_2_abstain_true,a1_abstain_toggle,abstain_toggle,v3_a1_gpt_5_2_abstain_false,v3_a1_gpt_5_2_abstain_true,tbm_conflict,30,0.08401784710825953,0.05958940879317082,0.09193197692533606,0.9139131988480559,1.0,0.05440862570109532,0.11973570472299462,0.0001999600079984003
a1_abstain_toggle:v3_a1_gpt_5_2_abstain_false__vs__v3_a1_gpt_5_2_abstain_true,a1_abstain_toggle,abstain_toggle,v3_a1_gpt_5_2_abstain_false,v3_a1_gpt_5_2_abstain_true,tbm_expected_stage,30,-1.1005390429296553,-1.1817480765653396,0.6337700433209456,-1.7364958387159595,0.06666666666666667,-1.2877726090758126,-0.8627137923193301,0.0001999600079984003
a2_evidence_level_l3:v3_a2_gpt_4_1_l3__vs__v3_a2_gpt_5_2_l3,a2_evidence_level_l3,model_comparison,v3_a2_gpt_4_1_l3,v3_a2_gpt_5_2_l3,abstain_rate,30,0.2716666666666666,0.3,0.22616873977314966,1.2011680612411424,0.8,0.18833333333333332,0.34833333333333333,0.0001999600079984003
a2_evidence_level_l3:v3_a2_gpt_4_1_l3__vs__v3_a2_gpt_5_2_l3,a2_evidence_level_l3,model_comparison,v3_a2_gpt_4_1_l3,v3_a2_gpt_5_2_l3,closed_world_conflict,30,-0.2518690472783007,-0.043370836635276744,0.3647774771072305,-0.6904731324852628,0.0,-0.3858618243148967,-0.13195428434840717,0.0001999600079984003
a2_evidence_level_l3:v3_a2_gpt_4_1_l3__vs__v3_a2_gpt_5_2_l3,a2_evidence_level_l3,model_comparison,v3_a2_gpt_4_1_l3,v3_a2_gpt_5_2_l3,closed_world_expected_stage,30,1.5054500837366402,1.9945898304581058,0.9692021969329863,1.5532879398133803,0.8666666666666667,1.1386953234940766,1.8153022556649518,0.0001999600079984003
a2_evidence_level_l3:v3_a2_gpt_4_1_l3__vs__v3_a2_gpt_5_2_l3,a2_evidence_level_l3,model_comparison,v3_a2_gpt_4_1_l3,v3_a2_gpt_5_2_l3,mean_expected_stage,30,-0.3101099634942514,-0.2749999999999999,0.454934830295072,-0.6816579932846936,0.2,-0.4762802920477069,-0.15328092061697918,0.0009998000399920016
a2_evidence_level_l3:v3_a2_gpt_4_1_l3__vs__v3_a2_gpt_5_2_l3,a2_evidence_level_l3,model_comparison,v3_a2_gpt_4_1_l3,v3_a2_gpt_5_2_l3,mean_score_expert_agreement_prob,30,-0.17275000000000007,-0.17100000000000004,0.04072547918898458,-4.241816264416736,0.0,-0.18630000000000002,-0.15836500000000003,0.0001999600079984003
a2_evidence_level_l3:v3_a2_gpt_4_1_l3__vs__v3_a2_gpt_5_2_l3,a2_evidence_level_l3,model_comparison,v3_a2_gpt_4_1_l3,v3_a2_gpt_5_2_l3,mean_subset_size,30,-0.3370639317969039,-0.3583099906629319,0.2612217454814011,-1.2903364196412306,0.13333333333333333,-0.4303802370445173,-0.24603977386562528,0.0001999600079984003
a2_evidence_level_l3:v3_a2_gpt_4_1_l3__vs__v3_a2_gpt_5_2_l3,a2_evidence_level_l3,model_comparison,v3_a2_gpt_4_1_l3,v3_a2_gpt_5_2_l3,mid_scale_mass,30,0.05123449329976679,0.0727513227513227,0.1593796720571261,0.3214619068948951,0.5666666666666667,-0.0060652658589642775,0.10790686787007092,0.08698260347930414
a2_evidence_level_l3:v3_a2_gpt_4_1_l3__vs__v3_a2_gpt_5_2_l3,a2_evidence_level_l3,model_comparison,v3_a2_gpt_4_1_l3,v3_a2_gpt_5_2_l3,singleton_rate,30,0.28493297680991175,0.27777777777777773,0.23133182122352047,1.231706798065624,0.8666666666666667,0.20362745302799484,0.36479602605928063,0.0001999600079984003
a2_evidence_level_l3:v3_a2_gpt_4_1_l3__vs__v3_a2_gpt_5_2_l3,a2_evidence_level_l3,model_comparison,v3_a2_gpt_4_1_l3,v3_a2_gpt_5_2_l3,stage_entropy,30,-0.2419771998129783,-0.19656997882099703,0.2874701950724702,-0.8417470887789836,0.23333333333333334,-0.3393639059696803,-0.14302745405929118,0.0001999600079984003
a2_evidence_level_l3:v3_a2_gpt_4_1_l3__vs__v3_a2_gpt_5_2_l3,a2_evidence_level_l3,model_comparison,v3_a2_gpt_4_1_l3,v3_a2_gpt_5_2_l3,tbm_conflict,30,-0.001686733268628863,-2.0379475884624298e-10,0.007063675206767386,-0.23878975451941511,0.0,-0.004509047368296028,-4.3901273315222314e-05,0.0001999600079984003
a2_evidence_level_l3:v3_a2_gpt_4_1_l3__vs__v3_a2_gpt_5_2_l3,a2_evidence_level_l3,model_comparison,v3_a2_gpt_4_1_l3,v3_a2_gpt_5_2_l3,tbm_expected_stage,30,0.27005368471314795,0.0,0.6329777593519929,0.4266400844630209,0.16666666666666666,0.06549546767773853,0.5258656687213128,0.0637872425514897
a3_scale_size:v3_a3_gpt_4_1_scale_5__vs__v3_a3_gpt_5_2_scale_5,a3_scale_size,model_comparison,v3_a3_gpt_4_1_scale_5,v3_a3_gpt_5_2_scale_5,abstain_rate,30,0.13999999999999999,0.07500000000000001,0.24544119318147237,0.5704013991509889,0.5666666666666667,0.056625,0.225,0.003799240151969606
a3_scale_size:v3_a3_gpt_4_1_scale_5__vs__v3_a3_gpt_5_2_scale_5,a3_scale_size,model_comparison,v3_a3_gpt_4_1_scale_5,v3_a3_gpt_5_2_scale_5,closed_world_conflict,30,-0.20756045863052497,-0.02482768086704179,0.34394119535403755,-0.603476586795227,0.03333333333333333,-0.33362243313002365,-0.09593145019340166,0.0001999600079984003
a3_scale_size:v3_a3_gpt_4_1_scale_5__vs__v3_a3_gpt_5_2_scale_5,a3_scale_size,model_comparison,v3_a3_gpt_4_1_scale_5,v3_a3_gpt_5_2_scale_5,closed_world_expected_stage,30,1.7737308351589085,2.9764215076913354,1.6269767989823254,1.0902004480139962,0.6666666666666666,1.1772548074065217,2.2997963002677895,0.0001999600079984003
a3_scale_size:v3_a3_gpt_4_1_scale_5__vs__v3_a3_gpt_5_2_scale_5,a3_scale_size,model_comparison,v3_a3_gpt_4_1_scale_5,v3_a3_gpt_5_2_scale_5,mean_expected_stage,30,0.011233477135179925,0.0,0.5174159597244079,0.02171072794345816,0.4666666666666667,-0.16919355666907912,0.1940705756697436,0.904619076184763
a3_scale_size:v3_a3_gpt_4_1_scale_5__vs__v3_a3_gpt_5_2_scale_5,a3_scale_size,model_comparison,v3_a3_gpt_4_1_scale_5,v3_a3_gpt_5_2_scale_5,mean_score_expert_agreement_prob,30,-0.18970000000000004,-0.19050000000000006,0.04569663837330577,-4.151290045676872,0.0,-0.20541749999999995,-0.1734166666666667,0.0001999600079984003
a3_scale_size:v3_a3_gpt_4_1_scale_5__vs__v3_a3_gpt_5_2_scale_5,a3_scale_size,model_comparison,v3_a3_gpt_4_1_scale_5,v3_a3_gpt_5_2_scale_5,mean_subset_size,30,-0.12656679105208515,-0.14905185758513928,0.2672390460399578,-0.4736089015718189,0.3,-0.21727941834782008,-0.03695418372691981,0.014997000599880024
a3_scale_size:v3_a3_gpt_4_1_scale_5__vs__v3_a3_gpt_5_2_scale_5,a3_scale_size,model_comparison,v3_a3_gpt_4_1_scale_5,v3_a3_gpt_5_2_scale_5,mid_scale_mass,30,0.12121763372601868,0.06504723346828617,0.2483594206902049,0.48807342757181515,0.8,0.03675512503313396,0.2099129201074506,0.011597680463907219
a3_scale_size:v3_a3_gpt_4_1_scale_5__vs__v3_a3_gpt_5_2_scale_5,a3_scale_size,model_comparison,v3_a3_gpt_4_1_scale_5,v3_a3_gpt_5_2_scale_5,singleton_rate,30,0.05942064285330538,0.12668067226890756,0.23037579867552316,0.25792918872089265,0.6333333333333333,-0.026850829052841436,0.13792862787367416,0.16276744651069786
a3_scale_size:v3_a3_gpt_4_1_scale_5__vs__v3_a3_gpt_5_2_scale_5,a3_scale_size,model_comparison,v3_a3_gpt_4_1_scale_5,v3_a3_gpt_5_2_scale_5,stage_entropy,30,-0.19059259629875314,-0.2211732560706857,0.21358743421602816,-0.8923399309436088,0.3,-0.2629380084037239,-0.11437813003162547,0.0001999600079984003
a3_scale_size:v3_a3_gpt_4_1_scale_5__vs__v3_a3_gpt_5_2_scale_5,a3_scale_size,model_comparison,v3_a3_gpt_4_1_scale_5,v3_a3_gpt_5_2_scale_5,tbm_conflict,30,0.00816938841174486,-4.2786359399915597e-07,0.04773430209247231,0.1711429318882442,0.26666666666666666,-0.006812199662258922,0.027841564230698276,0.39852029594081184
a3_scale_size:v3_a3_gpt_4_1_scale_5__vs__v3_a3_gpt_5_2_scale_5,a3_scale_size,model_comparison,v3_a3_gpt_4_1_scale_5,v3_a3_gpt_5_2_scale_5,tbm_expected_stage,30,0.45098660344920527,0.0,2.160259778604075,0.20876498646872255,0.43333333333333335,-0.30086955950482064,1.165290030824846,0.2731453709258148
a4_model_swap:v3_a4_rubric_gpt_4_1_scoring_gpt_5_2__vs__v3_a4_rubric_gpt_5_2_scoring_gpt_4_1,a4_model_swap,swap_pair,v3_a4_rubric_gpt_4_1_scoring_gpt_5_2,v3_a4_rubric_gpt_5_2_scoring_gpt_4_1,abstain_rate,30,-0.26333333333333336,-0.25,0.2504937652652888,-1.051257036495286,0.13333333333333333,-0.34500000000000003,-0.1749583333333335,0.0001999600079984003
a4_model_swap:v3_a4_rubric_gpt_4_1_scoring_gpt_5_2__vs__v3_a4_rubric_gpt_5_2_scoring_gpt_4_1,a4_model_swap,swap_pair,v3_a4_rubric_gpt_4_1_scoring_gpt_5_2,v3_a4_rubric_gpt_5_2_scoring_gpt_4_1,closed_world_conflict,30,0.08532763468751607,0.017834847380701013,0.1911265714933268,0.4464456931384619,1.0,0.032598590416453244,0.16085128366250295,0.0001999600079984003
a4_model_swap:v3_a4_rubric_gpt_4_1_scoring_gpt_5_2__vs__v3_a4_rubric_gpt_5_2_scoring_gpt_4_1,a4_model_swap,swap_pair,v3_a4_rubric_gpt_4_1_scoring_gpt_5_2,v3_a4_rubric_gpt_5_2_scoring_gpt_4_1,closed_world_expected_stage,30,-1.7331614367555574,-1.999810676685967,0.6655757973452824,-2.6040030957682814,0.0,-1.9601627767898113,-1.4975114132408043,0.0001999600079984003
a4_model_swap:v3_a4_rubric_gpt_4_1_scoring_gpt_5_2__vs__v3_a4_rubric_gpt_5_2_scoring_gpt_4_1,a4_model_swap,swap_pair,v3_a4_rubric_gpt_4_1_scoring_gpt_5_2,v3_a4_rubric_gpt_5_2_scoring_gpt_4_1,mean_expected_stage,30,-0.08790215839944945,-0.11944444444444446,0.4121949205738115,-0.2132538612486586,0.4,-0.23451963410399948,0.05117534644721169,0.2455508898220356
a4_model_swap:v3_a4_rubric_gpt_4_1_scoring_gpt_5_2__vs__v3_a4_rubric_gpt_5_2_scoring_gpt_4_1,a4_model_swap,swap_pair,v3_a4_rubric_gpt_4_1_scoring_gpt_5_2,v3_a4_rubric_gpt_5_2_scoring_gpt_4_1,mean_score_expert_agreement_prob,30,0.17578333333333332,0.19499999999999995,0.06793438560203832,2.5875457881238138,1.0,0.15248000000000003,0.19970124999999994,0.0001999600079984003
a4_model_swap:v3_a4_rubric_gpt_4_1_scoring_gpt_5_2__vs__v3_a4_rubric_gpt_5_2_scoring_gpt_4_1,a4_model_swap,swap_pair,v3_a4_rubric_gpt_4_1_scoring_gpt_5_2,v3_a4_rubric_gpt_5_2_scoring_gpt_4_1,mean_subset_size,30,0.09448249849565643,0.07537878787878793,0.1854546731835209,0.5094641017870664,0.7333333333333333,0.030732474135628157,0.1637601843031409,0.008998200359928014
a4_model_swap:v3_a4_rubric_gpt_4_1_scoring_gpt_5_2__vs__v3_a4_rubric_gpt_5_2_scoring_gpt_4_1,a4_model_swap,swap_pair,v3_a4_rubric_gpt_4_1_scoring_gpt_5_2,v3_a4_rubric_gpt_5_2_scoring_gpt_4_1,mid_scale_mass,30,-0.029140714663160486,-0.041154970760233944,0.2296194802463791,-0.12690872147211912,0.4,-0.10903737328656703,0.04794693705942412,0.484503099380124
a4_model_swap:v3_a4_rubric_gpt_4_1_scoring_gpt_5_2__vs__v3_a4_rubric_gpt_5_2_scoring_gpt_4_1,a4_model_swap,swap_pair,v3_a4_rubric_gpt_4_1_scoring_gpt_5_2,v3_a4_rubric_gpt_5_2_scoring_gpt_4_1,singleton_rate,30,-0.08341915007936679,-0.07537878787878782,0.17953461233366744,-0.46464104606375956,0.26666666666666666,-0.14840234850074244,-0.018292149174211857,0.014797040591881624
a4_model_swap:v3_a4_rubric_gpt_4_1_scoring_gpt_5_2__vs__v3_a4_rubric_gpt_5_2_scoring_gpt_4_1,a4_model_swap,swap_pair,v3_a4_rubric_gpt_4_1_scoring_gpt_5_2,v3_a4_rubric_gpt_5_2_scoring_gpt_4_1,stage_entropy,30,0.040985056019625495,0.046657258802456025,0.18013196966335965,0.2275279401886327,0.7,-0.02277753800779301,0.10526939849048618,0.22495500899820037
a4_model_swap:v3_a4_rubric_gpt_4_1_scoring_gpt_5_2__vs__v3_a4_rubric_gpt_5_2_scoring_gpt_4_1,a4_model_swap,swap_pair,v3_a4_rubric_gpt_4_1_scoring_gpt_5_2,v3_a4_rubric_gpt_5_2_scoring_gpt_4_1,tbm_conflict,30,-0.026605151142976558,2.1564139363050572e-11,0.09289892723793665,-0.2863881417579164,0.8,-0.06482873959055303,-0.0025264687822244168,0.028794241151769647
a4_model_swap:v3_a4_rubric_gpt_4_1_scoring_gpt_5_2__vs__v3_a4_rubric_gpt_5_2_scoring_gpt_4_1,a4_model_swap,swap_pair,v3_a4_rubric_gpt_4_1_scoring_gpt_5_2,v3_a4_rubric_gpt_5_2_scoring_gpt_4_1,tbm_expected_stage,30,0.33564390560846014,0.0,0.7100464926606435,0.4727069411338904,0.2,0.10013332221937118,0.5947963723106944,0.03199360127974405
a5_concept_swap:v3_a5_gpt_4_1_illiberal_democracy__vs__v3_a5_gpt_5_2_illiberal_democracy,a5_concept_swap,model_comparison,v3_a5_gpt_4_1_illiberal_democracy,v3_a5_gpt_5_2_illiberal_democracy,abstain_rate,30,0.33166666666666667,0.30000000000000004,0.18776513820844587,1.7663910874577247,0.9666666666666667,0.26666666666666666,0.39666666666666667,0.0001999600079984003
a5_concept_swap:v3_a5_gpt_4_1_illiberal_democracy__vs__v3_a5_gpt_5_2_illiberal_democracy,a5_concept_swap,model_comparison,v3_a5_gpt_4_1_illiberal_democracy,v3_a5_gpt_5_2_illiberal_democracy,closed_world_conflict,30,-0.19910167561809816,-0.0036822431906372577,0.35445269035462135,-0.5617157974422532,0.0,-0.33290421747787824,-0.08394668662556103,0.0001999600079984003
a5_concept_swap:v3_a5_gpt_4_1_illiberal_democracy__vs__v3_a5_gpt_5_2_illiberal_democracy,a5_concept_swap,model_comparison,v3_a5_gpt_4_1_illiberal_democracy,v3_a5_gpt_5_2_illiberal_democracy,closed_world_expected_stage,30,1.493584525893385,1.9982963710009352,0.8037813893139163,1.8581974474032847,0.8,1.1889358071235403,1.7517115285823674,0.0001999600079984003
a5_concept_swap:v3_a5_gpt_4_1_illiberal_democracy__vs__v3_a5_gpt_5_2_illiberal_democracy,a5_concept_swap,model_comparison,v3_a5_gpt_4_1_illiberal_democracy,v3_a5_gpt_5_2_illiberal_democracy,mean_expected_stage,30,-0.3840276996920445,-0.4563995215311005,0.38936877558620314,-0.9862827318751547,0.16666666666666666,-0.5197347971187788,-0.24308838520703208,0.0003999200159968006
a5_concept_swap:v3_a5_gpt_4_1_illiberal_democracy__vs__v3_a5_gpt_5_2_illiberal_democracy,a5_concept_swap,model_comparison,v3_a5_gpt_4_1_illiberal_democracy,v3_a5_gpt_5_2_illiberal_democracy,mean_score_expert_agreement_prob,30,-0.1519833333333334,-0.1610000000000001,0.05125973134411911,-2.9649654679817203,0.0,-0.16989041666666668,-0.13341625000000004,0.0001999600079984003
a5_concept_swap:v3_a5_gpt_4_1_illiberal_democracy__vs__v3_a5_gpt_5_2_illiberal_democracy,a5_concept_swap,model_comparison,v3_a5_gpt_4_1_illiberal_democracy,v3_a5_gpt_5_2_illiberal_democracy,mean_subset_size,30,-0.4391586624016964,-0.4293343653250774,0.23329563497562258,-1.8824126840075028,0.03333333333333333,-0.5196059482671325,-0.355591826649586,0.0001999600079984003
a5_concept_swap:v3_a5_gpt_4_1_illiberal_democracy__vs__v3_a5_gpt_5_2_illiberal_democracy,a5_concept_swap,model_comparison,v3_a5_gpt_4_1_illiberal_democracy,v3_a5_gpt_5_2_illiberal_democracy,mid_scale_mass,30,0.09507383750675805,0.08333333333333337,0.255986709660341,0.3714014592121126,0.5666666666666667,0.0007875388392996794,0.18094001914909424,0.054789042191561686
a5_concept_swap:v3_a5_gpt_4_1_illiberal_democracy__vs__v3_a5_gpt_5_2_illiberal_democracy,a5_concept_swap,model_comparison,v3_a5_gpt_4_1_illiberal_democracy,v3_a5_gpt_5_2_illiberal_democracy,singleton_rate,30,0.3618513008605888,0.375,0.1863276879759249,1.9420157293388574,0.9666666666666667,0.2960818936359766,0.4271593564924641,0.0001999600079984003
a5_concept_swap:v3_a5_gpt_4_1_illiberal_democracy__vs__v3_a5_gpt_5_2_illiberal_democracy,a5_concept_swap,model_comparison,v3_a5_gpt_4_1_illiberal_democracy,v3_a5_gpt_5_2_illiberal_democracy,stage_entropy,30,-0.38395979627330246,-0.3853153241307965,0.24171269265972942,-1.5884966240222276,0.03333333333333333,-0.47178622260278874,-0.29854817758921065,0.0001999600079984003
a5_concept_swap:v3_a5_gpt_4_1_illiberal_democracy__vs__v3_a5_gpt_5_2_illiberal_democracy,a5_concept_swap,model_comparison,v3_a5_gpt_4_1_illiberal_democracy,v3_a5_gpt_5_2_illiberal_democracy,tbm_conflict,30,-0.0010040425104342813,-1.004288557870936e-08,0.005448044302858488,-0.1842941163138998,0.03333333333333333,-0.003006679739799997,1.4527785579779918e-05,0.244751049790042
a5_concept_swap:v3_a5_gpt_4_1_illiberal_democracy__vs__v3_a5_gpt_5_2_illiberal_democracy,a5_concept_swap,model_comparison,v3_a5_gpt_4_1_illiberal_democracy,v3_a5_gpt_5_2_illiberal_democracy,tbm_expected_stage,30,0.03236062059101089,0.0,0.7623122861460068,0.04245060873230215,0.06666666666666667,-0.23467556202831752,0.26644453657535166,1.0
b1_small_model_family:v3_b1_gpt_4_1_mini_abstain_false__vs__v3_b1_gpt_4_1_mini_abstain_true,b1_small_model_family,abstain_toggle,v3_b1_gpt_4_1_mini_abstain_false,v3_b1_gpt_4_1_mini_abstain_true,abstain_rate,30,0.39,0.4,0.19000907419347654,2.05253355217595,0.9666666666666667,0.31833333333333336,0.4533333333333333,0.0001999600079984003
b1_small_model_family:v3_b1_gpt_4_1_mini_abstain_false__vs__v3_b1_gpt_4_1_mini_abstain_true,b1_small_model_family,abstain_toggle,v3_b1_gpt_4_1_mini_abstain_false,v3_b1_gpt_4_1_mini_abstain_true,closed_world_conflict,30,-0.03168333333333335,0.0,0.32058864187436614,-0.0988286208397538,0.1,-0.13502083333333337,0.07214249999999994,0.6328734253149371
b1_small_model_family:v3_b1_gpt_4_1_mini_abstain_false__vs__v3_b1_gpt_4_1_mini_abstain_true,b1_small_model_family,abstain_toggle,v3_b1_gpt_4_1_mini_abstain_false,v3_b1_gpt_4_1_mini_abstain_true,closed_world_expected_stage,30,0.16666666666666666,0.0,0.6477192523656045,0.25731312765208936,0.16666666666666666,-0.03333333333333333,0.4,0.27394521095780844
